profileUrl,First Name,timestamp,postUrl,imgUrl,type,postContent,Themes,Subthemes,Content Format,Created/Cultivated/Curated,First Name (from First Name),Last Name (from First Name),Company (from First Name),Industry (from First Name),Title (from First Name),likeCount,commentCount,repostCount,postDate,commentContent,commentUrl,sharedPostUrl,action,Action Type,viewCount,postTimestamp,Date of Post,Weekday,Day of the Week,Time of Post,videoUrl,sharedJobUrl,articleTitle,articleSubtitle,articleReadingDuration,articleCoverUrl,eventUrl,eventTitle,3/23-4/23?,Thought Leadership?,Total Engagements,Post vs Engagements,Hour of Post,Month of Post,4/23-5/23
https://www.linkedin.com/in/franciscotrejogt/,https://www.linkedin.com/in/franciscotrejogt/,2024-04-24 16:01,https://www.linkedin.com/feed/update/urn:li:activity:7177654305758347264,https://media.licdn.com/dms/image/D5605AQH7LpbSAUGJ8g/videocover-high/0/1711054154005?e=1714582800&v=beta&t=p7bmrQ1Q8abvhHvGN_A_hfrv-du5bHS2xoKUj1W4qkI,Video (LinkedIn Source),"On CNBC's Equity & Opportunity Forum, #LCDACEO Ozzie (Oswaldo) Gromada Meza emphasizes the vital bridge between the business case and human-centric approaches to DEI initiatives. As Ozzie noted, ""The humanity piece, along with the business case, is really going to be very important for us to really connect with those who today, are pushing back.Though diversity, equity, and inclusion discussions are facing backlash, projections show over half of the workforce and consumer base will be people of color by 2025”proving the critical nature of continuing constructive conversations. Stay tuned for the release of the full conversation.#LCDALeaders #InclusiveLeadership #CorpGov #CorpDEI CNBC Events",Human-centered design,"de&i,Leadership",video,,Franscisco,Trejo,Caterpillar,Consumer & Industrial Products,"Head of Global eCommerce, CAT Digital at Caterpillar Inc.",201,8,6,1mo,,,,Francisco Trejo likes this,Likes,,2024-03-24 13:15,3/24/2024,Sunday,Sunday,1:15 PM,blob:https://www.linkedin.com/34efdd46-1277-4152-87d1-74061e1029a0,,,,,,,,checked,,215,Engagement,1pm-2pm,March 2024,
https://www.linkedin.com/in/aarthimurali/,https://www.linkedin.com/in/aarthimurali/,2024-04-24 15:15,https://www.linkedin.com/feed/update/urn:li:activity:7179527142592933889,https://media.licdn.com/dms/image/sync/D4D10AQEFnreZvmye6A/image-shrink_800/0/1711545004027?e=1714579200&v=beta&t=LLK5NcuHsk-AUfv7jQY6WzTunrVdJpNeU6aCWngAeJg,Article,"I spent over two decades in the financial services industry learning, growing, serving teams and  adding value to organizations. I am immensely grateful to all my colleagues at JPMorgan Chase & Co. and M&T Bank for the experiences. I have always been fascinated by the Automotive, Healthcare industries and the opportunity to create delightful experiences in these spaces. Holman, Chris Conroy, Bob White Mindy Holman Kristina Nicoles have invited me to do exactly that. I believe in human centric transformations. I also believe experience management + experience innovation can be industry agnostic. I look forward to bringing a multi faceted mindset, while learning a new industry and getting to know the amazing people who deliver these services every day. Thank you all for the incredible outpouring of support. I will lean on you as I embark on this exciting journey!","Leadership,Human-centered design",,article/blog/company website/press release,,Aarthi,Murali,M&T,Banking,Chief Customer Experience Officer,142,26,0,3w,,,https://brnw.ch/21wIgSP,Aarthi Murali liked Jeff Shermanâ€™s comment on this,Liked a comment,,2024-03-29 17:17,3/29/2024,Friday,Friday,5:17 PM,,,,,,,,,checked,,168,Engagement,5pm-6pm,March 2024,
https://www.linkedin.com/in/aarthimurali/,https://www.linkedin.com/in/aarthimurali/,2024-04-24 15:13,https://www.linkedin.com/feed/update/urn:li:activity:7180714693865418752,https://media.licdn.com/dms/image/sync/D4D10AQEFnreZvmye6A/image-shrink_800/0/1711545004027?e=1714579200&v=beta&t=LLK5NcuHsk-AUfv7jQY6WzTunrVdJpNeU6aCWngAeJg,Article,"I spent over two decades in the financial services industry learning, growing, serving teams and  adding value to organizations. I am immensely grateful to all my colleagues at JPMorgan Chase & Co. and M&T Bank for the experiences. I have always been fascinated by the Automotive, Healthcare industries and the opportunity to create delightful experiences in these spaces. Holman, Chris Conroy, Bob White Mindy Holman Kristina Nicoles have invited me to do exactly that. I believe in human centric transformations. I also believe experience management + experience innovation can be industry agnostic. I look forward to bringing a multi faceted mindset, while learning a new industry and getting to know the amazing people who deliver these services every day. Thank you all for the incredible outpouring of support. I will lean on you as I embark on this exciting journey!","Leadership,Human-centered design",,article/blog/company website/press release,,Aarthi,Murali,M&T,Banking,Chief Customer Experience Officer,142,26,0,3w,Delores (Del) Bennett Rochester thanks Del!,"https://www.linkedin.com/feed/update/urn:li:activity:7179453931930951680/?commentUrn=urn:li:comment:(activity:7179453931930951680,7180714662609461248)",https://www.linkedin.com/feed/update/urn:li:activity:7179453931930951680,Aarthi Murali replied to Delores (Del) Bennett Rochesterâ€™s comment on this,Replied to a comment,,2024-03-29 12:26,3/29/2024,Friday,Friday,12:26 PM,,,,,,,,,checked,,168,Engagement,12pm-1pm,March 2024,
https://www.linkedin.com/in/aarthimurali/,https://www.linkedin.com/in/aarthimurali/,2024-04-24 15:15,https://www.linkedin.com/feed/update/urn:li:activity:7180714639582711808,https://media.licdn.com/dms/image/sync/D4D10AQEFnreZvmye6A/image-shrink_800/0/1711545004027?e=1714579200&v=beta&t=LLK5NcuHsk-AUfv7jQY6WzTunrVdJpNeU6aCWngAeJg,Article,"I spent over two decades in the financial services industry learning, growing, serving teams and  adding value to organizations. I am immensely grateful to all my colleagues at JPMorgan Chase & Co. and M&T Bank for the experiences. I have always been fascinated by the Automotive, Healthcare industries and the opportunity to create delightful experiences in these spaces. Holman, Chris Conroy, Bob White Mindy Holman Kristina Nicoles have invited me to do exactly that. I believe in human centric transformations. I also believe experience management + experience innovation can be industry agnostic. I look forward to bringing a multi faceted mindset, while learning a new industry and getting to know the amazing people who deliver these services every day. Thank you all for the incredible outpouring of support. I will lean on you as I embark on this exciting journey!","Leadership,Human-centered design",,article/blog/company website/press release,,Aarthi,Murali,M&T,Banking,Chief Customer Experience Officer,142,26,0,3w,Delores (Del) Bennett Rochester thanks Del!,"https://www.linkedin.com/feed/update/urn:li:activity:7179453931930951680/?commentUrn=urn:li:comment:(activity:7179453931930951680,7180714662609461248)",https://www.linkedin.com/feed/update/urn:li:activity:7179453931930951680,Aarthi Murali liked Delores (Del) Bennett Rochesterâ€™s comment on this,Liked a comment,,2024-03-29 12:26,3/29/2024,Friday,Friday,12:26 PM,,,,,,,,,checked,,168,Engagement,12pm-1pm,March 2024,
https://www.linkedin.com/in/aarthimurali/,https://www.linkedin.com/in/aarthimurali/,2024-04-24 15:15,https://www.linkedin.com/feed/update/urn:li:activity:7179527144685883393,https://media.licdn.com/dms/image/sync/D4D10AQEFnreZvmye6A/image-shrink_800/0/1711545004027?e=1714579200&v=beta&t=LLK5NcuHsk-AUfv7jQY6WzTunrVdJpNeU6aCWngAeJg,Article,"I spent over two decades in the financial services industry learning, growing, serving teams and  adding value to organizations. I am immensely grateful to all my colleagues at JPMorgan Chase & Co. and M&T Bank for the experiences. I have always been fascinated by the Automotive, Healthcare industries and the opportunity to create delightful experiences in these spaces. Holman, Chris Conroy, Bob White Mindy Holman Kristina Nicoles have invited me to do exactly that. I believe in human centric transformations. I also believe experience management + experience innovation can be industry agnostic. I look forward to bringing a multi faceted mindset, while learning a new industry and getting to know the amazing people who deliver these services every day. Thank you all for the incredible outpouring of support. I will lean on you as I embark on this exciting journey!","Leadership,Human-centered design",,article/blog/company website/press release,,Aarthi,Murali,M&T,Banking,Chief Customer Experience Officer,142,26,0,3w,,,https://brnw.ch/21wIgSP,Aarthi Murali liked Rick Dentonâ€™s comment on this,Liked a comment,,2024-03-29 17:17,3/29/2024,Friday,Friday,5:17 PM,,,,,,,,,checked,,168,Engagement,5pm-6pm,March 2024,
https://www.linkedin.com/in/aarthimurali/,https://www.linkedin.com/in/aarthimurali/,2024-04-24 15:15,https://www.linkedin.com/feed/update/urn:li:activity:7180714332886814721,https://media.licdn.com/dms/image/sync/D4D10AQEFnreZvmye6A/image-shrink_800/0/1711545004027?e=1714579200&v=beta&t=LLK5NcuHsk-AUfv7jQY6WzTunrVdJpNeU6aCWngAeJg,Article,"I spent over two decades in the financial services industry learning, growing, serving teams and  adding value to organizations. I am immensely grateful to all my colleagues at JPMorgan Chase & Co. and M&T Bank for the experiences. I have always been fascinated by the Automotive, Healthcare industries and the opportunity to create delightful experiences in these spaces. Holman, Chris Conroy, Bob White Mindy Holman Kristina Nicoles have invited me to do exactly that. I believe in human centric transformations. I also believe experience management + experience innovation can be industry agnostic. I look forward to bringing a multi faceted mindset, while learning a new industry and getting to know the amazing people who deliver these services every day. Thank you all for the incredible outpouring of support. I will lean on you as I embark on this exciting journey!","Leadership,Human-centered design",,article/blog/company website/press release,,Aarthi,Murali,M&T,Banking,Chief Customer Experience Officer,142,26,0,3w,Justin D. Poser thank you! Wishing you success ahead!,"https://www.linkedin.com/feed/update/urn:li:activity:7179453931930951680/?commentUrn=urn:li:comment:(activity:7179453931930951680,7180714603549478913)",https://www.linkedin.com/feed/update/urn:li:activity:7179453931930951680,Aarthi Murali liked Justin D. Poserâ€™s comment on this,Liked a comment,,2024-03-29 12:26,3/29/2024,Friday,Friday,12:26 PM,,,,,,,,,checked,,168,Engagement,12pm-1pm,March 2024,
https://www.linkedin.com/in/aarthimurali/,https://www.linkedin.com/in/aarthimurali/,2024-04-24 15:12,https://www.linkedin.com/feed/update/urn:li:activity:7179453931930951680,https://media.licdn.com/dms/image/sync/D4D10AQEFnreZvmye6A/image-shrink_800/0/1711545004027?e=1714579200&v=beta&t=LLK5NcuHsk-AUfv7jQY6WzTunrVdJpNeU6aCWngAeJg,Article,"I spent over two decades in the financial services industry learning, growing, serving teams and  adding value to organizations. I am immensely grateful to all my colleagues at JPMorgan Chase & Co. and M&T Bank for the experiences. I have always been fascinated by the Automotive, Healthcare industries and the opportunity to create delightful experiences in these spaces. Holman, Chris Conroy, Bob White Mindy Holman Kristina Nicoles have invited me to do exactly that. I believe in human centric transformations. I also believe experience management + experience innovation can be industry agnostic. I look forward to bringing a multi faceted mindset, while learning a new industry and getting to know the amazing people who deliver these services every day. Thank you all for the incredible outpouring of support. I will lean on you as I embark on this exciting journey!","Leadership,Human-centered design",,article/blog/company website/press release,Cultivated,Aarthi,Murali,M&T,Banking,Chief Customer Experience Officer,142,26,0,3w,,,https://brnw.ch/21wIgSP,Post,Post,,2024-03-29 12:26,3/29/2024,Friday,Friday,12:26 PM,,,,,,,,,checked,,168,Post,12pm-1pm,March 2024,
https://www.linkedin.com/in/aarthimurali/,https://www.linkedin.com/in/aarthimurali/,2024-04-24 15:15,https://www.linkedin.com/feed/update/urn:li:activity:7179527123714363392,https://media.licdn.com/dms/image/sync/D4D10AQEFnreZvmye6A/image-shrink_800/0/1711545004027?e=1714579200&v=beta&t=LLK5NcuHsk-AUfv7jQY6WzTunrVdJpNeU6aCWngAeJg,Article,"I spent over two decades in the financial services industry learning, growing, serving teams and  adding value to organizations. I am immensely grateful to all my colleagues at JPMorgan Chase & Co. and M&T Bank for the experiences. I have always been fascinated by the Automotive, Healthcare industries and the opportunity to create delightful experiences in these spaces. Holman, Chris Conroy, Bob White Mindy Holman Kristina Nicoles have invited me to do exactly that. I believe in human centric transformations. I also believe experience management + experience innovation can be industry agnostic. I look forward to bringing a multi faceted mindset, while learning a new industry and getting to know the amazing people who deliver these services every day. Thank you all for the incredible outpouring of support. I will lean on you as I embark on this exciting journey!","Leadership,Human-centered design",,article/blog/company website/press release,,Aarthi,Murali,M&T,Banking,Chief Customer Experience Officer,142,26,0,3w,,,https://brnw.ch/21wIgSP,Aarthi Murali liked Breanna O'Sheaâ€™s comment on this,Liked a comment,,2024-03-29 17:17,3/29/2024,Friday,Friday,5:17 PM,,,,,,,,,checked,,168,Engagement,5pm-6pm,March 2024,
https://www.linkedin.com/in/aarthimurali/,https://www.linkedin.com/in/aarthimurali/,2024-04-24 15:15,https://www.linkedin.com/feed/update/urn:li:activity:7179838117003055104,https://media.licdn.com/dms/image/sync/D4D10AQEFnreZvmye6A/image-shrink_800/0/1711545004027?e=1714579200&v=beta&t=LLK5NcuHsk-AUfv7jQY6WzTunrVdJpNeU6aCWngAeJg,Article,"I spent over two decades in the financial services industry learning, growing, serving teams and  adding value to organizations. I am immensely grateful to all my colleagues at JPMorgan Chase & Co. and M&T Bank for the experiences. I have always been fascinated by the Automotive, Healthcare industries and the opportunity to create delightful experiences in these spaces. Holman, Chris Conroy, Bob White Mindy Holman Kristina Nicoles have invited me to do exactly that. I believe in human centric transformations. I also believe experience management + experience innovation can be industry agnostic. I look forward to bringing a multi faceted mindset, while learning a new industry and getting to know the amazing people who deliver these services every day. Thank you all for the incredible outpouring of support. I will lean on you as I embark on this exciting journey!","Leadership,Human-centered design",,article/blog/company website/press release,,Aarthi,Murali,M&T,Banking,Chief Customer Experience Officer,142,26,0,3w,,,https://brnw.ch/21wIgSP,Aarthi Murali loved Kristina Nicolesâ€™ comment on this,Liked a comment,,2024-03-30 13:53,3/30/2024,Saturday,Saturday,1:53 PM,,,,,,,,,checked,,168,Engagement,1pm-2pm,March 2024,
https://www.linkedin.com/in/aarthimurali/,https://www.linkedin.com/in/aarthimurali/,2024-04-24 15:15,https://www.linkedin.com/feed/update/urn:li:activity:7181076476010622977,https://media.licdn.com/dms/image/sync/D4D27AQFOEcTwF6fo-A/articleshare-shrink_800/0/1711740613920?e=1714579200&v=beta&t=Jc9R5Osj48sS4MJTG7630gbObpjB6GjMx9keRSCcbuo,Article,"I'm proud to share that #CoalitionGreenwich recognized JPMorgan Chase Commercial Banking among the global leaders in its Digital Transformation Benchmarking Study. Our digital banking platform Chase Connect® scored No. 1 across Payments & Treasury Management, Credit Underwriting & Servicing and Trade Services highlighting our commitment to tech innovation and great client experience. Learn more about this year's recognition here: https://lnkd.in/eNQtRSCD","Digital Transformation,Human-centered design",,article/blog/company website/press release,,Aarthi,Murali,M&T,Banking,Chief Customer Experience Officer,147,3,3,3w,,,https://www.jpmorgan.com/insights/banking/commercial-banking/jpmorgan-chase-earns-2023-greenwich-awards?source=cb/osm/Greenwichawards_small_middle_market/mmb/lnk/awr/2212024/#section-header#3,Aarthi Murali celebrates this,Reaction,,2024-04-02 23:54,4/2/2024,Tuesday,Tuesday,11:54 PM,,,,,,,,,checked,,153,Engagement,11pm-12am,April 2024,
