profileUrl,First Name,timestamp,postUrl,imgUrl,type,postContent,Themes,Subthemes,Content Format,Created/Cultivated/Curated,First Name (from First Name),Last Name (from First Name),Company (from First Name),Industry (from First Name),Title (from First Name),likeCount,commentCount,repostCount,postDate,commentContent,commentUrl,sharedPostUrl,action,Action Type,viewCount,postTimestamp,Date of Post,Weekday,Day of the Week,Time of Post,videoUrl,sharedJobUrl,articleTitle,articleSubtitle,articleReadingDuration,articleCoverUrl,eventUrl,eventTitle,3/23-4/23?,Thought Leadership?,Total Engagements,Post vs Engagements,Hour of Post,Month of Post,4/23-5/23
https://www.linkedin.com/in/jamesnewsom/,https://www.linkedin.com/in/jamesnewsom/,2024-04-24 16:19,https://www.linkedin.com/feed/update/urn:li:activity:7177462359311966208,https://media.licdn.com/dms/image/D4E22AQFYgjMNKNV7Zg/feedshare-shrink_800/0/1710772471914?e=1717027200&v=beta&t=rqUiWFnc08eZIiyq5jzkGKLrkhBNB9BvbR9LMwyaYGc,Image,"Starting a data governance program does not need to be that overwhelming.Make sure you:’¡ Understand your drivers (ie why are you starting a data governance program)’¡ Do an ad-hoc assessment to understand your as-is vs. to-be (alternatively do a maturity level assessment)’¡ Create the business case ’¡ Secure a sponsorAnd if you need help, check out my course on Practical Data Governance: Implementation as it goes through all of these in one of its first modules.Then you can step into the fun stuff on setting up the program:¡¸ Determining the scope and focus¡¸ Setting the guiding principles ¡¸ Building the data governance operational framework ¡¸ Enabling and setting up the data governance council¡¸ Developing the first metrics and scorecard¡¸ Creating the first set of data policies, standards, and processes  and much more.All of this and more is covered in my course.TEMPLATES included. It's a course I wish I had at my disposal when I setup the first data governance program and then when I had to improve an existing one.Data governance can be challenging, but it could also be easier than you think. #data #datagovernance #datamanagement #bigdata #lightsondata",Data and Analytics,,meme,,James ,Newsom Jr.,Jaccuzi,Consumer & Industrial Products,"Senior Director, Data Services",569,23,15,1mo,,,,James Newsom Jr finds this funny,Reaction,,2024-03-24 00:32,3/24/2024,Sunday,Sunday,12:32 AM,,,,,,,,,checked,,607,Engagement,12-1am,March 2024,
https://www.linkedin.com/in/ben-rottinghaus/,https://www.linkedin.com/in/ben-rottinghaus/,2024-04-24 14:53,https://www.linkedin.com/feed/update/urn:li:activity:7177999104709419009,,Article,"ABSOLUTELY STOKED to announce that our bank is leaning so strongly into the future of mortgage technology, by partnering with Intercontinental Exchange (ICE). This move will revolutionize our origination and servicing capabilities, offering borrowers unparalleled control, choice, and transparency throughout their homebuying journey. By integrating ICE's cutting-edge platforms and data solutions, we're not just improving processes and technical architecture; we're crafting an end-to-end experience that puts our customers first. #mortgage #mortgagetechnology #ICE #customerexperiencehttps://lnkd.in/eqwYEeu7","Data and Analytics,Digital Transformation",,article/blog/company website/press release,,Ben,Rottinghouse,FifthThird,Banking,"SVP, Senior Director of Data Management & Engineering",95,0,0,1mo,,,https://ir.theice.com/press/news-details/2024/Fifth-Third-Bank-Moving-to-ICEs-End-to-End-Mortgage-Ecosystem-to-Improve-Customer-Experience/default.aspx,Ben Rottinghaus celebrates this,Reaction,,2024-03-25 12:05,3/25/2024,Monday,Monday,12:05 PM,,,,,,,,,checked,,95,Engagement,12pm-1pm,March 2024,
https://www.linkedin.com/in/kirk-kroft-916b94/,https://www.linkedin.com/in/kirk-kroft-916b94/,2024-04-24 16:32,https://www.linkedin.com/feed/update/urn:li:activity:7178132275308482561,https://media.licdn.com/dms/image/D5605AQG8mDMhhJbVmg/videocover-low/0/1711036407770?e=1714582800&v=beta&t=1RSIMzOAkpfNHtBgKV-bw9uldGB_EuiC_mCOfLBPotI,Video (LinkedIn Source)," First PTC & Purdue hosted Smart Manufacturing Executive Exchange: A Recap of Our Landmark Event Last week marked a milestone with the inaugural Smart Manufacturing Executive Exchange, co-hosted by PTC and Purdue University's School of Engineering and Technology. This one-day symposium was a melting pot of industry giants, scholarly minds, and innovators, united by their passion for reshaping manufacturing through digital transformation.Key Highlights:“ˆ Practical Insights: Attendees were privy to transformative customer stories demonstrating the power of PTC's technology in forging a seamless, model-based digital thread.’¡ Innovative Sessions: Our journey through CAD, PLM, IoT, AR, AI, and beyond, unveiled the endless possibilities of how manufacturing is being transformed.  Exclusive Tour: A behind-the-scenes look at Purdue's Smart Manufacturing Labs revealed the fusion of cyber and physical systems, data analytics, and automation, propelling smart manufacturing to new heights.The feedback was unequivocal - the synergy between PTC's cutting-edge solutions and Purdue's Smart Manufacturing Informatics program is crafting the blueprint for the workforce of tomorrow. ¯  A Formula for Success: State-of-the-Art Education + State-of-the-Art Technology = Accelerated Digital Transformation.™ Our heartfelt thanks go to all participants, speakers, and organizers for their invaluable contributions. Together, we're not just anticipating the future of smart manufacturing; we're creating it.Check out this fun video recap of the event by Ernesto Duterte “½ and stay tuned for more updates as we continue to foster this dynamic partnership with Purdue and our customers, driving innovation and adding value to the smart manufacturing landscape. Special thanks to the following PTC people who supporting this event and thrived to create an engaging event for our attendees: Lindsay Moriarty, Jenna Smith, Christine (McGinnis) Bahmer, Sebastian Bergner, Philip Bard, Phoebe Eljashev, Paul Dye, Duane Huffman, Chad Powers, Adam Bookser, John Ristey, Matthew DiCecca #SmartManufacturing #DigitalTransformation #PTC #PurdueUniversity #Innovation #Technology #ManufacturingExcellence","Digital Transformation,Innovation,Data and Analytics",events/podiums/conferences,video,,Kirk,Kroft,Polaris,Consumer & Industrial Products,"VP, Digital Products",41,0,0,1mo,,,https://www.linkedin.com/feed/update/urn:li:activity:7176606855664660481/,Kirk Kroft likes this,Likes,,2024-03-25 20:54,3/25/2024,Monday,Monday,8:54 PM,,,,,,,,,checked,,41,Engagement,8pm-9pm,March 2024,
https://www.linkedin.com/in/chad-stephens-13319656/,https://www.linkedin.com/in/chad-stephens-13319656/,2024-04-24 16:14,https://www.linkedin.com/feed/update/urn:li:activity:7178194943901872130,https://media.licdn.com/dms/image/D4E10AQGWuVLoMZ4GnA/image-shrink_800/0/1711382304117?e=1714582800&v=beta&t=FZyn67r5o3UlRzEE-zZcaHzrqbv-VCspRsvvG7YObVM,Image,"Proud to share the release of our 2023 ESG Report. For us, sustainability isn't just a buzzword “ it's a core value ingrained in everything we do. Inspiring positive change one initiative at a time.",Data and Analytics,,"infographic,survey/study/report",,Chad,Stephens,Graham Packaging,Consumer & Industrial Products,Chief Technology Officer,58,6,1,1mo,,,https://www.linkedin.com/feed/update/urn:li:activity:7178057750625538048/,Chad Stephens likes this,Likes,,2024-03-26 01:03,3/26/2024,Tuesday,Tuesday,1:03 AM,,,,,,,,,checked,,65,Engagement,1am-2am,March 2024,
https://www.linkedin.com/in/andrew-kaplan-0576815/,https://www.linkedin.com/in/andrew-kaplan-0576815/,2024-04-24 14:56,https://www.linkedin.com/feed/update/urn:li:activity:7178448318572769282,https://media.licdn.com/dms/image/D5622AQGI5dh5gazAXQ/feedshare-shrink_800/0/1711465006216?e=1717027200&v=beta&t=xPyC_mgLNK7LhsnFJqDZwBG3_pDxcgvAj97HZ6Mffy8,Image,"Chime likely to IPO in 2025 and has more primary bank accounts than chase.  It seems like Ron Shevlin started a sh*t storm. Here's my take Chime are planning a 2025 IPO, according to Bloomberg. With 38m customers, Chime may have more primary users than Bank of America. Ron Shevlin says about half consider Chime to be their primary checking account, which would put them between PayPal and Wells Fargo in market share.My take§  Chime has disrupted the market. An IPO in 2025 would be a crowning moment for them. Their demographic today skews lower income, which is harder to make a profit from, despite their low-cost operating model. The path to profitability is likely via going up market and/or cross-selling.§  Chime will cross-sell successfully, but I'm not sure its brand can go upmarket. Nobody has quite nailed that premium millennial Fintech consumer experience high ground Monzo and Starling took in the UK. The UK digital banks' first cohorts are aging into being high deposit balance customers. Chime's wedge in get paid early and credit building just doesn't feel aspirational. That's not a knock; the market needs what it does desperately. It's just a brand question.§  Primary checking account is such a BS term. Chase defines it as anyone with over $500 monthly deposits plus 5x transactions. But that could also mean it's a paycheck motel. Money comes in and goes out. Primary used to mean the top of the wallet and first in line to cross-sell. Today it just means collecting a good chunk of consumer deposit balances ·™‚¸§  Does Chime ever want to be a bank? When they IPO they'll have that sweet tech company multiple. Banks get valued very differently. But I think the trick is to be a growth stock. You can do that with a balance sheet. It's working for Nubank, it's sort of working for SoFi (which, arguably, it shouldn't), and it will work for Monzo. If I were advising them, I'd stay away from the charter for ~3 to 5 years until they figure out lending, and then buy a charter to improve economics further down the line.You'll find this and much more by heading to sytaylor.substack .com and hitting subscribe#fintech #ipo #neobanks","Transactions 1,Data and Analytics",,"infographic,survey/study/report",,Andrew,Kaplan,Flagstar Bank,Banking,"EVP, Chief Digital & Banking as a Service Officer",150,24,0,1mo,,,,Andrew Kaplan liked Ron Shevlinâ€™s comment on this,Liked a comment,,2024-03-26 17:50,3/26/2024,Tuesday,Tuesday,5:50 PM,,,,,,,,,checked,checked,174,Engagement,5pm-6pm,March 2024,
https://www.linkedin.com/in/santoshmenon/,https://www.linkedin.com/in/santoshmenon/,2024-04-24 16:42,https://www.linkedin.com/feed/update/urn:li:activity:7178524404723650560,https://media.licdn.com/dms/image/D5605AQF_3Ygq5DL-4w/videocover-low/0/1711409289641?e=1714582800&v=beta&t=KJTpHEQxJvH5LyLbYi3EMF9rewjmwNqEPAYoxD3cTAE,Video (LinkedIn Source),"Unlocking the Power of Enterprise Data with LLMsI've been diving headfirst into how large language models (LLMs) can supercharge the way we interact with enterprise data “ and I'm blown away by the potential! Think about it: taking a powerful open-source LLM like Mistral and tailoring it to deliver actionable insights from your company's data. But here's the thing: it's not just about fancy text-to-SQL conversions. Building a truly impactful natural language interface for your data demands a multi-faceted approach:1.    LLM Mastery: Deep dive into prompt engineering, fine-tuning, RAG, embeddings “ the works!2.    Data Expertise: Know your relational databases inside out. Understand the business logic behind your company's core processes.3.    Unstructured Data Decoding: Don't neglect those documents! They hold valuable context.4.    Data Standardization & Enrichment: The secret to top-notch answers.5.    Security First: Custom, private AI models are essential for safeguarding sensitive data.6.    Human-in-the-Loop: Train your model relentlessly and let real-world feedback guide it.7.    Lightning-Fast Responses: Low latency is crucial for a seamless user experience. I built this using Groq with Mistral AI and results were pretty good for starters. More needs to be done to make it better, but the future looks promising! Stay tuned for more updates on this.Share your thoughts on your experiences.#LLMs #EnterpriseData #NaturalLanguageProcessing #DataInsights #AI","Data and Analytics,User Experience",,video,,Sanosh,Menon,Sonoco,Consumer & Industrial Products,Global Head Solution Delivery . Digital Business Platforms,17,0,0,1mo,,,,Santosh Menon likes this,Likes,,2024-03-26 22:53,3/26/2024,Tuesday,Tuesday,10:53 PM,blob:https://www.linkedin.com/242fc274-156f-46db-b09c-57e43f6ffcd6,,,,,,,,checked,checked,17,Engagement,10pm-11pm,March 2024,
https://www.linkedin.com/in/andrew-kaplan-0576815/,https://www.linkedin.com/in/andrew-kaplan-0576815/,2024-04-24 14:56,https://www.linkedin.com/feed/update/urn:li:activity:7178196238876471296,https://media.licdn.com/dms/image/D4E22AQH7fp4UFmiErQ/feedshare-shrink_800/0/1711377110862?e=1717027200&v=beta&t=mpjNE0huEPYpjuMvjGciGMVuXgrDe8zxCAT6LpJrEzc,Image,"I know you might not believe this...but Chime has more ""primary"" customers than JPMorgan Chase & Co.Consumer research conducted by Cornerstone Advisors sheds some light on Chime's customer base and their demographics.On the heels of Bloomberg reporting that Chime is planning an IPO in 2025, I thought it was about time I looked at Cornerstone Advisors' consumer research to size Chime's (and other leading #fintech providers') customer base.According to a July 2023 survey of US consumers, Cornerstone estimates that Chime has more than 38 million customers--about half of whom consider the neobank to be their primary checking account provider. That works out to 8.1% of all American adults (check out the Forbes article below for the breakout by generation).In contrast, Wells Fargo has 8.5% of the market, and Chase”the nation's largest bank (in terms of assets)”counts 7.6% of Americans as primary checking account customers. For further analysis, check out my latest Fintech Snark Tank post on Forbes:https://lnkd.in/ecT952n9#banking",Data and Analytics,,"infographic,survey/study/report",,Andrew,Kaplan,Flagstar Bank,Banking,"EVP, Chief Digital & Banking as a Service Officer",304,53,24,1mo,,,,Andrew Kaplan finds this insightful,Reaction,,2024-03-26 01:09,3/26/2024,Tuesday,Tuesday,1:09 AM,,,,,,,,,checked,,381,Engagement,1am-2am,March 2024,
https://www.linkedin.com/in/willruble/,https://www.linkedin.com/in/willruble/,2024-04-24 16:08,https://www.linkedin.com/feed/update/urn:li:activity:7178611073422385152,,Text,"You're hired on as the CDO or Head of Data.The company tells you it wants to Transform the company with data-driven insights and unlock AI capabilities.The organization expects this team to generate 8-figure cost savings or revenue generation. Obviously, the prospect of this role and the expectations were exciting, which is why you took it. Then, after you've settled in, you realize there's1. No foundational data infrastructure 2. Massive amounts of tech debt3. Immense resource gaps4. Shadow IT operations5. Siloed departmentsAll these are somewhat expected from an org that has immature data processes, but each extends the timeline for progress and tangible ROI on the platform significantly. Adding to all this, the data leader likely doesn't report directly to the CEO, and their funding is cut because they report to another department with higher priority initiatives.This is a common reality for many data leaders where there's a disconnect between the desired outcomes of leveraging data and the effort, resources, and time needed to build a proper data platform to enable basic and advanced use cases. Scenarios like this are also why data leaders have short tenures (<2 years) between quitting (burnout, lack of support) or getting fired (impatience, lack of perceived ROI).Companies must be prudent in developing their data platform and hiring the right data leader to connect the data to the business. Chasing new shiny objects (AI) or having insane expectations (8-figure cost savings) will cause an endless revolving door of data leadership with little to no progress. #EGDataGuy","Leadership,Data and Analytics",Leadership,post,,Will,Ruble,Diverzify,Consumer & Industrial Products,VP of Business Intelligence | Architecture | CRM,1857,138,76,1mo,,,,Will Ruble likes this,Likes,,2024-03-27 04:37,3/27/2024,Wednesday,Wednesday,4:37 AM,,,,,,,,,checked,,2071,Engagement,4am-5am,March 2024,
https://www.linkedin.com/in/andrew-kaplan-0576815/,https://www.linkedin.com/in/andrew-kaplan-0576815/,2024-04-24 14:56,https://www.linkedin.com/feed/update/urn:li:activity:7178901831866068992,https://media.licdn.com/dms/image/D5622AQHSx_Kxk5xxqA/feedshare-shrink_800/0/1711567155365?e=1717027200&v=beta&t=EYQcxj0D7MNw3-uo84njDAKoZTCrbrHBuOZWZqExI5g,Image,"Robinhood is a lending company. Fintech VCs need to stop saying they won't invest in lending companies. Robinhood is $18 billion mkt cap and their revenue growth is coming from...lending.  This isn't just about the new credit card. Robinhood Gold drives most of their revenue growth and Gold monetizes primarily thru lending. They already have margin lending, which is INCREASING 40% yoy.  Their non-lending trading revenue is DECREASING. Their new credit card will monetize not on interchange (giving 3% cash back means no net interchange revenue). So how will the credit card monetize? lending.  net interest income on revolvers (ppl who carry a balance)It's not that surprising. their average AUM is <$5k client. it's hard to monetize on those users in a repeatable way other than lending (having them day trade options works ok, but not everyone will do that). Lending at Robinhood could be as big as rest of their business combined.If you invest in fintech, your best companies will one day monetize thru lending even if they don't start there, because lending is one of the most important monetization levers in financial services.","Data and Analytics,Transactions 1",,"infographic,survey/study/report,company branded asset",,Andrew,Kaplan,Flagstar Bank,Banking,"EVP, Chief Digital & Banking as a Service Officer",403,36,6,3w,,,,Andrew Kaplan liked Tony DeSanctisâ€™ comment on this,Liked a comment,,2024-03-27 23:52,3/27/2024,Wednesday,Wednesday,11:52 PM,,,,,,,,,checked,checked,445,Engagement,11pm-12am,March 2024,
https://www.linkedin.com/in/muratgen/,https://www.linkedin.com/in/muratgen/,2024-04-24 16:47,https://www.linkedin.com/feed/update/urn:li:activity:7182581409620926465,https://media.licdn.com/dms/image/sync/D5627AQHPUctm38OV5A/articleshare-shrink_800/0/1712162077864?e=1714582800&v=beta&t=DhvyiFZt1n5xxf6pp-lqAVXTCw6-V0JGKKMU9ZTl3FQ,Article,#Data trends to build a better foundation for #GenAI from leaders and execs. #BigQuery #VertexAI #AI,"Data and Analytics,AI/Machine Learning",genAi,article/blog/company website/press release,,Murat,Genc,Whirlpool,Consumer & Industrial Products,"
Global Technology, Data & Digital Officer",43,3,0,3w,Oliver Ratzesberger thanks for the summary. This is very much inline with how we set our Data & AI strategy and even called it as such. Yusuf Abbasi,"https://www.linkedin.com/feed/update/urn:li:activity:7179093620216479744/?commentUrn=urn:li:comment:(activity:7179093620216479744,7182581355388579840)",https://www.linkedin.com/feed/update/urn:li:activity:7179093620216479744,Murat Genc commented on this,Comments,,2024-03-28 12:35,3/28/2024,Thursday,Thursday,12:35 PM,,,,,,,,,checked,,46,Engagement,12pm-1pm,March 2024,
